CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A18.84, Tuberculosis of heart
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I16.0, Hypertensive urgency
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I16.1, Hypertensive emergency
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I16.9, Hypertensive crisis, unspecified
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.031, Cerebral infarction due to thrombosis of right carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.032, Cerebral infarction due to thrombosis of left carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.039, Cerebral infarction due to thrombosis of unspecified carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.131, Cerebral infarction due to embolism of right carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.132, Cerebral infarction due to embolism of left carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.139, Cerebral infarction due to embolism of unspecified carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.231, Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.232, Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.59, Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.21, Occlusion and stenosis of right carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.22, Occlusion and stenosis of left carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.23, Occlusion and stenosis of bilateral carotid arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.8, Occlusion and stenosis of other precerebral arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.0, Dissection of cerebral arteries, nonruptured
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.841, Reversible cerebrovascular vasoconstriction syndrome
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.848, Other cerebrovascular vasospasm and vasoconstriction
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.0, Atherosclerosis of aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.1, Atherosclerosis of renal artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.211, Atherosclerosis of native arteries of extremities with intermittent claudication, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.212, Atherosclerosis of native arteries of extremities with intermittent claudication, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.213, Atherosclerosis of native arteries of extremities with intermittent claudication, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.218, Atherosclerosis of native arteries of extremities with intermittent claudication, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.221, Atherosclerosis of native arteries of extremities with rest pain, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.222, Atherosclerosis of native arteries of extremities with rest pain, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.223, Atherosclerosis of native arteries of extremities with rest pain, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.228, Atherosclerosis of native arteries of extremities with rest pain, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.231, Atherosclerosis of native arteries of right leg with ulceration of thigh
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.232, Atherosclerosis of native arteries of right leg with ulceration of calf
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.233, Atherosclerosis of native arteries of right leg with ulceration of ankle
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.234, Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.235, Atherosclerosis of native arteries of right leg with ulceration of other part of foot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.238, Atherosclerosis of native arteries of right leg with ulceration of other part of lower right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.239, Atherosclerosis of native arteries of right leg with ulceration of unspecified site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.241, Atherosclerosis of native arteries of left leg with ulceration of thigh
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.242, Atherosclerosis of native arteries of left leg with ulceration of calf
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.243, Atherosclerosis of native arteries of left leg with ulceration of ankle
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.244, Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.245, Atherosclerosis of native arteries of left leg with ulceration of other part of foot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.248, Atherosclerosis of native arteries of left leg with ulceration of other part of lower left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.249, Atherosclerosis of native arteries of left leg with ulceration of unspecified site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.25, Atherosclerosis of native arteries of other extremities with ulceration
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.261, Atherosclerosis of native arteries of extremities with gangrene, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.262, Atherosclerosis of native arteries of extremities with gangrene, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.263, Atherosclerosis of native arteries of extremities with gangrene, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.268, Atherosclerosis of native arteries of extremities with gangrene, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.401, Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.402, Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.403, Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.408, Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.411, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.412, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.413, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.418, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.421, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.422, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.423, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.428, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.431, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.432, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of calf
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.433, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of ankle
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.434, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of heel and midfoot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.435, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of foot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.438, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of lower leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.439, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of unspecified site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.441, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of thigh
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.442, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.443, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of ankle
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.444, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of heel and midfoot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.445, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of foot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.448, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of lower leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.449, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of unspecified site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.45, Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.461, Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.462, Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.463, Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.491, Other atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.492, Other atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.493, Other atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.498, Other atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.501, Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.502, Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.503, Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.508, Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.511, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.512, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.513, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.518, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.521, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.522, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.523, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.528, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.531, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of thigh
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.532, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of calf
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.533, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of ankle
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.534, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of heel and midfoot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.535, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of foot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.538, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of lower leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.539, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of unspecified site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.541, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of thigh
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.542, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of calf
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.543, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.544, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.545, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of foot
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.548, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of lower leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.549, Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of unspecified site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.55, Atherosclerosis of nonautologous biological bypass graft(s) of other extremity with ulceration
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.561, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.562, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.563, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.591, Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.592, Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.593, Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.598, Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.00, Dissection of unspecified site of aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.01, Dissection of thoracic aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.02, Dissection of abdominal aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.03, Dissection of thoracoabdominal aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.1, Thoracic aortic aneurysm, ruptured
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.2, Thoracic aortic aneurysm, without rupture
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.3, Abdominal aortic aneurysm, ruptured
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.4, Abdominal aortic aneurysm, without rupture
